title,publication_date,product_name,company_in_the_list,company_name_variants,multiple_nationality,main_country,no_total_authors,no_author_with_any_coi,coi_employment,coi_advisory_consulting,coi_speakers_bureau,coi_honoraria,first_author_coi_all,last_author_coi_all,coi_employment_first_author,coi_employment_last_author,coi_advisory_first_author,coi_advisory_last_author,coi_speakers_first_author,coi_speakers_last_author,coi_honoraria_first_author,coi_honoraria_last_author
Phase III Trial of Adjuvant Capecitabine After Standard Neo-/Adjuvant Chemotherapy in Patients With Early Triple-Negative Breast Cancer (GEICAM/2003-11_CIBOMA/2004-01),2020-01-20,capecitabine,True,"['Roche (I)', 'Roche']",1,Spain,41,20,0,11,8,4,1,1,0,0,0,0,0,0,0,0
Polatuzumab Vedotin in Relapsed or Refractory Diffuse Large B-Cell Lymphoma,2020-01-10,polatuzumab vedotin,True,['Genentech'],1,Canada,16,11,4,4,1,4,1,1,0,0,1,1,0,0,1,1
Gefitinib Alone Versus Gefitinib Plus Chemotherapy for Nonâ€“Small-Cell Lung Cancer With Mutated Epidermal Growth Factor Receptor: NEJ009 Study,2020-01-10,gefitinib,True,['AstraZeneca'],0,Japan,16,10,1,3,4,5,1,1,0,0,0,1,1,0,0,1
Gefitinib Versus Gefitinib Plus Pemetrexed and Carboplatin Chemotherapy in EGFR-Mutated Lung Cancer,2020-01-10,gefitinib,True,['Roche Holding AG'],0,India,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Phase II Open-Label Study of Pembrolizumab in Treatment-Refractory, Microsatellite Instabilityâ€“High/Mismatch Repairâ€“Deficient Metastatic Colorectal Cancer: KEYNOTE-164",2020-01-01,pembrolizumab,True,"['Merck', 'Merck Serono', 'Merck Sharp & Dohme', 'MSD', 'Merck KGaA', 'MSD China', 'MSD Oncology']",1,USA,22,17,2,12,0,7,1,1,0,0,1,1,0,0,1,0
Results of a Multicenter Phase II Study of Atezolizumab and Bevacizumab for Patients With Metastatic Renal Cell Carcinoma With Variant Histology and/or Sarcomatoid Features,2020-01-01,atezolizumab,True,"['Genentech', 'Genentech (I)']",0,USA,20,7,0,4,0,1,1,1,0,0,1,1,0,0,0,1
Efficacy of Pembrolizumab in Patients With Noncolorectal High Microsatellite Instability/Mismatch Repairâ€“Deficient Cancer: Results From the Phase II KEYNOTE-158 Study,2020-01-01,pembrolizumab,True,"['Merck', 'Merck Serono', 'Merck Sharp & Dohme', 'MSD', 'MSD Oncology']",1,France,22,20,3,19,2,4,1,1,0,0,1,1,1,0,0,0
PD-1 Blockade in Advanced Adrenocortical Carcinoma,2020-01-01,pembrolizumab,True,['Merck'],0,USA,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Pembrolizumab in Relapsed and Refractory Mycosis Fungoides and SÃ©zary Syndrome: A Multicenter Phase II Study,2020-01-01,pembrolizumab,True,"['Merck Sharp & Dohme', 'Two patents pending resulting from work conducted as full-time Merck employee', 'Merck']",0,USA,33,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Phase I Study of DSTP3086S, an Antibody-Drug Conjugate Targeting Six-Transmembrane Epithelial Antigen of Prostate 1, in Metastatic Castration-Resistant Prostate Cancer",2019-12-20,DSTP3086S,True,['Genentech'],0,USA,15,11,9,0,1,0,1,0,0,0,0,0,0,0,0,0
"Phase II Trial of a DNA Vaccine Encoding Prostatic Acid Phosphatase (pTVG-HP [MVI-816]) in Patients With Progressive, Nonmetastatic, Castration-Sensitive Prostate Cancer",2019-12-20,pTVG-HP,True,['Madison Vaccines'],0,USA,10,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Improving Stratification for Children With Late Bone Marrow B-Cell Acute Lymphoblastic Leukemia Relapses With Refined Response Classification and Integration of Genetics,2019-12-20,,False,[],1,Germany,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Improved CNS Control of Childhood Acute Lymphoblastic Leukemia Without Cranial Irradiation: St Jude Total Therapy Study 16,2019-12-10,PEG-asparaginase,False,[],0,USA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma",2019-12-10,bevacizumab,True,['Genentech'],0,USA,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Incidence of Late Relapses in Patients With HER2-Positive Breast Cancer Receiving Adjuvant Trastuzumab: Combined Analysis of NCCTG N9831 (Alliance) and NRG Oncology/NSABP B-31,2019-12-10,trastuzumab,True,['Genentech'],0,USA,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"FOLFOXIRI Plus Panitumumab As First-Line Treatment of RAS Wild-Type Metastatic Colorectal Cancer: The Randomized, Open-Label, Phase II VOLFI Study (AIO KRK0109)",2019-12-10,panitumumab,True,['Amgen'],0,Germany,19,7,0,4,0,5,1,1,0,0,1,1,0,0,1,0
Treatment-Free Survival: A Novel Outcome Measure of the Effects of Immune Checkpoint Inhibitionâ€”A Pooled Analysis of Patients With Advanced Melanoma,2019-12-10,nivolumab,True,['Bristol-Myers Squibb'],0,USA,15,14,3,11,0,3,1,1,0,0,1,1,0,0,0,0
Phase III Randomized Trial of Chemotherapy With or Without Bevacizumab in Patients With Recurrent or Metastatic Head and Neck Cancer,2019-12-01,bevacizumab,True,['Genentech'],0,USA,14,5,0,2,0,1,1,1,0,0,0,1,0,0,0,0
"Phase IIb, Randomized, Double-Blind Trial of GC4419 Versus Placebo to Reduce Severe Oral Mucositis Due to Concurrent Radiotherapy and Cisplatin For Head and Neck Cancer",2019-12-01,GC4419,True,"['Galera Therapeutics', 'Galera']",0,USA,27,6,2,1,0,0,1,1,0,0,0,1,0,0,0,0
Pembrolizumab in Relapsed or Refractory Primary Mediastinal Large B-Cell Lymphoma,2019-12-01,pembrolizumab,True,"['Merck Sharp & Dohme', 'Merck']",1,USA,29,12,2,4,1,3,1,1,0,0,1,1,0,1,1,0
Phase II Trial of Response-Based Radiation Therapy for Patients With Localized CNS Nongerminomatous Germ Cell Tumors: A Children's Oncology Group Study,2019-12-01,carboplatin,False,[],0,USA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maintaining Outstanding Outcomes Using Response- and Biology-Based Therapy for Intermediate-Risk Neuroblastoma: A Report From the Childrenâ€™s Oncology Group Study ANBL0531,2019-12-01,,False,[],0,USA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randomized Phase II Trial of Chemoradiotherapy Plus Induction or Consolidation Chemotherapy as Total Neoadjuvant Therapy for Locally Advanced Rectal Cancer: CAO/ARO/AIO-12,2019-12-01,fluorouracil (5-FU),False,[],0,Germany,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoadjuvant Modified FOLFOX6 With or Without Radiation Versus Fluorouracil Plus Radiation for Locally Advanced Rectal Cancer: Final Results of the Chinese FOWARC Trial,2019-12-01,flourouracil,False,[],0,China,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"High-Dose Chemotherapy Compared With Standard Chemotherapy and Lung Radiation in Ewing Sarcoma With Pulmonary Metastases: Results of the European Ewing Tumour Working Initiative of National Groups, 99 Trial and EWING 2008",2019-12-01,busulfan,False,[],1,Germany,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxaliplatin-Based Adjuvant Chemotherapy for Rectal Cancer After Preoperative Chemoradiotherapy (ADORE): Long-Term Results of a Randomized Controlled Trial,2019-11-20,oxaliplatin,True,['Sanofi'],0,Republic of Korea,21,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Adjuvant Whole-Brain Radiation Therapy Compared With Observation After Local Treatment of Melanoma Brain Metastases: A Multicenter, Randomized Phase III Trial",2019-11-20,,False,[],1,Australia,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negative Hyperselection of Patients With RAS and BRAF Wild-Type Metastatic Colorectal Cancer Who Received Panitumumab-Based Maintenance Therapy,2019-11-20,panitumumab,True,['Amgen'],0,Italy,25,10,0,8,3,2,0,1,0,0,0,1,0,0,0,0
Neoadjuvant Chemotherapy With Cisplatin and Gemcitabine Followed by Chemoradiation Versus Chemoradiation for Locally Advanced Cervical Cancer: A Randomized Phase II Trial,2019-11-20,cisplatin,False,"['MSD Oncology', 'Merck Sharp & Dohme']",0,Brazil,13,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nivolumab Combined With Brentuximab Vedotin for Relapsed/Refractory Primary Mediastinal Large B-Cell Lymphoma: Efficacy and Safety From the Phase II CheckMate 436 Study,2019-11-20,Nivolumab,True,"['Bristol-Myers Squibb', 'BMS']",1,Italy,14,9,1,5,1,1,1,1,0,0,1,1,1,0,0,0
Final Analysis of DeCOG-SLT Trial: No Survival Benefit for Complete Lymph Node Dissection in Patients With Melanoma With Positive Sentinel Node,2019-11-10,,False,[],0,Germany,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase I/II Study of Palliative Triple Metronomic Chemotherapy in Platinum-Refractory/Early-Failure Oral Cancer,2019-11-10,erlotinib,True,['Roche'],0,India,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Axitinib in Combination With Toripalimab, a Humanized Immunoglobulin G4 Monoclonal Antibody Against Programmed Cell Death-1, in Patients With Metastatic Mucosal Melanoma: An Open-Label Phase IB Trial",2019-11-10,toripalimab,True,"['Shanghai Junshi Biosciences', 'Shanghai Junshi Biosciences patent', 'I am on a few patents issued to Junshi Biosciences']",0,China,22,6,5,1,0,0,0,1,0,0,0,1,0,0,0,0
"ARCHES: A Randomized, Phase III Study of Androgen Deprivation Therapy With Enzalutamide or Placebo in Men With Metastatic Hormone-Sensitive Prostate Cancer",2019-11-10,enzalutamide,True,"['Medivation/Astellas', 'Astellas Medivation', 'Medivation', 'Astellas Scientific and Medical Affairs', 'Astellas Pharma (during conduct of the study)', 'Astellas Pharma', 'Astellas']",1,USA,15,14,3,10,3,2,1,1,0,0,1,0,0,0,0,0
Niraparib Maintenance Therapy in Patients With Recurrent Ovarian Cancer After a Partial Response to the Last Platinum-Based Chemotherapy in the ENGOT-OV16/NOVA Trial,2019-11-10,niraparib,True,"['TESARO: A GSK Company', 'TESARO']",1,Spain,21,12,2,5,3,3,0,1,0,0,0,1,0,0,0,1
Romiplostim Treatment of Chemotherapy-Induced Thrombocytopenia,2019-11-01,romiplostim,True,['Amgen'],0,USA,13,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0
Randomized Phase II Trial of Bevacizumab or Temsirolimus in Combination With Chemotherapy for First Relapse Rhabdomyosarcoma: A Report From the Childrenâ€™s Oncology Group,2019-11-01,temsirolimus,True,['Bristol-Myers Squibb'],0,USA,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Positron Emission Tomographyâ€“Guided Treatment in Early-Stage Favorable Hodgkin Lymphoma: Final Results of the International, Randomized Phase III HD16 Trial by the German Hodgkin Study Group",2019-11-01,"doxorubicin, bleomycin, vinblastine, and dacarbazine (ABVD regimen)",False,[],1,Germany,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Safety and Efficacy of Nivolumab Monotherapy in Recurrent or Metastatic Cervical, Vaginal, or Vulvar Carcinoma: Results From the Phase I/II CheckMate 358 Trial",2019-11-01,Nivolumab,True,"['Bristol-Myers Squibb', 'Bristol Myers Squibb', 'Bristol-Myers Squibb (I)']",1,USA,19,15,4,3,1,2,1,1,0,0,0,0,0,0,0,0
Sustained Progression-Free Survival Benefit of Rituximab Maintenance in Patients With Follicular Lymphoma: Long-Term Results of the PRIMA Study,2019-11-01,rituximab,True,"['Genentech (DMC)', 'AbbVie/Genentech', 'Genentech']",1,France,31,6,0,4,0,4,0,1,0,0,0,1,0,0,0,1
Phase II Study of Avelumab in Patients With Mismatch Repair Deficient and Mismatch Repair Proficient Recurrent/Persistent Endometrial Cancer,2019-10-20,avelumab,True,['Pfizer/EMD Serono'],0,USA,24,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Phase II Study of Proton Beam Radiation Therapy for Patients With Breast Cancer Requiring Regional Nodal Irradiation,2019-10-20,proton beam radiation therapy,True,['Mevion Medical Systems (I)'],0,USA,18,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Ibrutinib Plus Venetoclax in Relapsed/Refractory Chronic Lymphocytic Leukemia: The CLARITY Study,2019-10-20,ibrutinib,True,['Pharmacyclics'],0,United Kingdom,19,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"T-Cell Receptor Gene Therapy for Human PapillomavirusÃ¢â‚¬â€œAssociated Epithelial Cancers: A First-in-Human, Phase I/II Study",2019-10-20,E6 T-cell receptor T cells,False,[],0,USA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety and Efficacy of T-DM1 Plus Neratinib in Patients With Metastatic HER2-Positive Breast Cancer: NSABP Foundation Trial FB-10,2019-10-10,ado-trastuzumab emtansine,True,"['Roche (I)', 'Roche']",0,USA,18,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"Pyrotinib or Lapatinib Combined With Capecitabine in HER2â€“Positive Metastatic Breast Cancer With Prior Taxanes, Anthracyclines, and/or Trastuzumab: A Randomized, Phase II Study",2019-10-10,pyrotinib,True,['Jiangsu Hengrui Medicine'],0,China,14,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0
Dose Escalation Trial of the Wee1 Inhibitor Adavosertib (AZD1775) in Combination With Gemcitabine and Radiation for Patients With Locally Advanced Pancreatic Cancer,2019-10-10,adavosertib (AZD1775),True,['AstraZeneca'],0,USA,13,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Phase II California Cancer Consortium Trial of Gemcitabine-Eribulin Combination in Cisplatin-Ineligible Patients With Metastatic Urothelial Carcinoma: Final Report (NCI-9653),2019-10-10,eribulin,True,['Eisai'],0,USA,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pivotal Trial of Enfortumab Vedotin in Urothelial Carcinoma After Platinum and Anti-Programmed Death 1/Programmed Death Ligand 1 Therapy,2019-10-10,enfortumab vedotin,True,"['Astellas', 'Astellas Pharma', 'Astellas Medivation']",0,USA,13,11,2,6,0,1,1,1,0,0,1,1,0,0,0,0
Phase II Trial of De-Intensified Chemoradiotherapy for Human PapillomavirusÃ¢â‚¬â€œAssociated Oropharyngeal Squamous Cell Carcinoma,2019-10-10,cisplatin,False,"['Nanobiotix', 'NanoCarrier']",0,USA,22,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Phase II Trial of Cediranib in Combination With Cisplatin and Pemetrexed in Chemotherapy-NaÃ¯ve Patients With Unresectable Malignant Pleural Mesothelioma (SWOG S0905),2019-10-01,cediranib,True,['AstraZeneca'],0,USA,14,7,0,8,1,1,1,1,0,0,1,1,0,0,0,0
Eliminating Postoperative Radiation to the Pathologically Node-Negative Neck: Long-Term Results of a Prospective Phase II Study,2019-10-01,,False,[],0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five-Year Overall Survival for Patients With Advanced Nonâ€’Small-Cell Lung Cancer Treated With Pembrolizumab: Results From the Phase I KEYNOTE-001 Study,2019-10-01,pembrolizumab,True,"['Merck', 'FundaciÃ³n Merck Salud', 'MSD', 'Merck (I)', 'Merck Sharp & Dohme']",1,USA,19,17,3,10,4,2,1,1,0,0,0,1,0,0,0,1
"Pemetrexed, Bevacizumab, or the Combination As Maintenance Therapy for Advanced Nonsquamous Nonâ€“Small-Cell Lung Cancer: ECOG-ACRIN 5508",2019-09-10,pemetrexed,True,"['Eli Lilly/ImClone', 'Eli Lilly']",0,USA,15,5,0,5,1,1,1,0,0,0,1,0,0,0,0,0
Immunotherapy of Relapsed and Refractory Solid Tumors With Ex Vivo Expanded Multi-Tumor Associated Antigen Specific Cytotoxic T Lymphocytes: A Phase I Study,2019-09-10,TAA-T (Tumor-Associated Antigen-Specific T Cells),True,"['Mana Therapeutics', 'Mana Therapeutics has licensed technology of which I am listed as an inventor from Childrenâ€™s National Health System']",0,USA,20,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Final Overall Survival of a Randomized Trial of Bevacizumab for Primary Treatment of Ovarian Cancer,2019-09-10,bevacizumab,True,"['Roche/Genentech', 'Roche', 'Roche- and Genentech-related patents', 'Genentech']",0,USA,27,15,5,14,6,7,1,1,0,0,1,1,1,1,0,1
Randomized Trial of Standard Adjuvant Chemotherapy Regimens Versus Capecitabine in Older Women With Early Breast Cancer: 10-Year Update of the CALGB 49907 Trial,2019-09-10,capecitabine,False,[],0,USA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outcome of Infants Younger Than 1 Year With Acute Lymphoblastic Leukemia Treated With the Interfant-06 Protocol: Results From an International Phase III Randomized Study,2019-09-01,mitoxantrone,False,[],1,the Netherlands,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erlotinib Versus Gemcitabine Plus Cisplatin as Neoadjuvant Treatment of Stage IIIA-N2 EGFR-Mutant Nonâ€“Small-Cell Lung Cancer (EMERGING-CTONG 1103): A Randomized Phase II Study,2019-09-01,erlotinib,True,['Roche'],0,China,21,3,0,1,0,3,1,1,0,0,0,1,0,0,1,1
Neoadjuvant Trastuzumab Emtansine and Pertuzumab in Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer: Three-Year Outcomes From the Phase III KRISTINE Study,2019-09-01,trastuzumab emtansine,True,"['F Hoffmann-La Roche', 'Roche']",1,USA,21,9,1,2,2,5,0,0,0,0,0,0,0,0,0,0
NAB-Paclitaxel Improves Disease-Free Survival in Early Breast Cancer: GBG 69â€“GeparSepto,2019-09-01,NAB-paclitaxel,True,['Celgene'],0,Germany,23,10,0,4,2,4,1,1,0,0,0,1,0,0,1,0
"Neoadjuvant Three-Dimensional Conformal Radiotherapy for Resectable Hepatocellular Carcinoma With Portal Vein Tumor Thrombus: A Randomized, Open-Label, Multicenter Controlled Study",2019-08-20,,False,[],0,China,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Promoting Breast Cancer Surveillance: The EMPOWER Study, a Randomized Clinical Trial in the Childhood Cancer Survivor Study",2019-08-20,,False,[],0,USA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembrolizumab for Patients With Refractory or Relapsed Thymic Epithelial Tumor: An Open-Label Phase II Trial,2019-08-20,pembrolizumab,True,"['Merck Sharpe & Dohme', 'Merck Sharp & Dohme', 'MSD']",0,South Korea,11,4,1,2,0,2,1,1,1,0,0,1,0,0,0,1
Cost Effectiveness of Interval Cytoreductive Surgery With Hyperthermic Intraperitoneal Chemotherapy in Stage III Ovarian Cancer on the Basis of a Randomized Phase III Trial,2019-08-10,,False,[],1,the Netherlands,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety and Efficacy of Nivolumab in Brain Metastases From Renal Cell Carcinoma: Results of the GETUG-AFU 26 NIVOREN Multicenter Phase II Study,2019-08-10,nivolumab,True,['Bristol-Myers Squibb'],0,France,26,14,0,11,0,5,0,1,0,0,0,1,0,0,0,0
Nivolumab for Newly Diagnosed Advanced-Stage Classic Hodgkin Lymphoma: Safety and Efficacy in the Phase II CheckMate 205 Study,2019-08-10,nivolumab,True,['Bristol-Myers Squibb'],1,USA,20,14,1,9,0,6,1,1,0,0,1,0,0,0,0,1
"Clofarabine Can Replace Anthracyclines and Etoposide in Remission Induction Therapy for Childhood Acute Myeloid Leukemia: The AML08 Multicenter, Randomized Phase III Trial",2019-08-10,clofarabine,False,"[, 'Nan ltd.', , 'nanpharma']",0,USA,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prospective Multicenter Study on the Prognostic and Predictive Impact of Tumor Budding in Stage II Colon Cancer: Results From the SACURA Trial,2019-08-01,tegafur-uracil,True,['Taiho Pharmaceutical'],0,Japan,20,3,0,1,0,2,1,1,0,0,1,0,0,0,1,0
Impact of Consensus Molecular Subtype on Survival in Patients With Metastatic Colorectal Cancer: Results From CALGB/SWOG 80405 (Alliance),2019-08-01,bevacizumab,True,['Genentech'],1,USA,15,7,2,2,0,1,0,1,0,1,0,0,0,0,0,0
"Seven-Year Follow-Up Analysis of Adjuvant Paclitaxel and Trastuzumab Trial for Node-Negative, Human Epidermal Growth Factor Receptor 2â€“Positive Breast Cancer",2019-08-01,trastuzumab,True,['Roche'],0,USA,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Phase II Evaluation of Aggressive Dose De-Escalation for Adjuvant Chemoradiotherapy in Human PapillomavirusÃ¢â‚¬â€œAssociated Oropharynx Squamous Cell Carcinoma,2019-08-01,docetaxel,False,[],0,USA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phase III Trial: Adjuvant Pelvic Radiation Therapy Versus Vaginal Brachytherapy Plus Paclitaxel/Carboplatin in High-Intermediate and High-Risk Early-Stage Endometrial Cancer,2019-07-20,paclitaxel,False,[],0,USA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dose-Adjusted EPOCH-R Compared With R-CHOP as Frontline Therapy for Diffuse Large B-Cell Lymphoma: Clinical Outcomes of the Phase III Intergroup Trial Alliance/CALGB 50303,2019-07-20,rituximab,True,"['Roche', 'Genentech/Roche', 'Genentech']",0,USA,26,10,0,8,0,0,1,1,0,0,0,1,0,0,0,0
Positron Emission Tomography Score Has Greater Prognostic Significance Than Pretreatment Risk Stratification in Early-Stage Hodgkin Lymphoma in the UK RAPID Study,2019-07-10,"doxorubicin, bleomycin, vinblastine, dacarbazine",False,[],0,United Kingdom,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comparing Paclitaxel Plus Fluorouracil Versus Cisplatin Plus Fluorouracil in Chemoradiotherapy for Locally Advanced Esophageal Squamous Cell Cancer: A Randomized, Multicenter, Phase III Clinical Trial",2019-07-10,paclitaxel,False,[],0,China,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multicenter Trial of [18F]fluorodeoxyglucose Positron Emission Tomography/Computed Tomography Staging of Head and Neck Cancer and Negative Predictive Value and Surgical Impact in the N0 Neck: Results From ACRIN 6685,2019-07-10,fluorodeoxyglucose (FDG),False,[],0,USA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nivolumab Alone and With Ipilimumab in Previously Treated Metastatic Urothelial Carcinoma: CheckMate 032 Nivolumab 1 mg/kg Plus Ipilimumab 3 mg/kg Expansion Cohort Results,2019-07-01,nivolumab,True,"['Bristol-Myers Squibb', 'Bristol-Myers Squibb (I)', 'patents licensed to Bristol-Myers Squibb']",1,USA,17,15,5,8,1,2,1,1,0,0,1,1,0,0,0,1
Development and Validation of a Cytogenetic Prognostic Index Predicting Survival in Multiple Myeloma,2019-07-01,,False,[],0,France,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermittent Versus Continuous PEG-Asparaginase to Reduce Asparaginase-Associated Toxicities: A NOPHO ALL2008 Randomized Study,2019-07-01,pegaspargase,True,['Shire'],1,Denmark,10,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Randomized Placebo Controlled Trial of Low-Dose Tamoxifen to Prevent Local and Contralateral Recurrence in Breast Intraepithelial Neoplasia,2019-07-01,tamoxifen,False,[],0,Italy,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patient-Reported Outcome Results From the Open-Label, Randomized Phase III Myeloma X Trial Evaluating Salvage Autologous Stem-Cell Transplantation in Relapsed Multiple Myeloma",2019-07-01,,False,[],0,United Kingdom,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Local Consolidative Therapy Vs. Maintenance Therapy or Observation for Patients With Oligometastatic Nonâ€“Small-Cell Lung Cancer: Long-Term Results of a Multi-Institutional, Phase II, Randomized Study",2019-06-20,,False,[],0,USA,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phase II Study of Lenvatinib in Patients With Progressive, Recurrent or Metastatic Adenoid Cystic Carcinoma",2019-06-20,lenvatinib,True,['Eisai'],0,USA,11,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0
